"";"ans1";"Biospheric-1biospheric";"Biospheric-2biospheric";"Biospheric-3biospheric";"Biospheric-4biospheric";"commCheck";"concernClimate1";"concernClimate2";"dummy_informedconsent";"education";"feedback_critic";"ID";"lrscale";"mean_BiosphericValues";"mean_CCCprobability";"mean_CET";"mean_PolicyItems";"mean_RiskPerception";"meta.devicePixelRatio";"meta.language";"meta.locale";"meta.platform";"meta.screen_height";"meta.screen_width";"meta.scroll_height";"meta.scroll_width";"meta.timeZone";"meta.timezoneOffset";"meta.userAgent";"meta.window_innerHeight";"meta.window_innerWidth";"policyItems-1";"policyItems-2";"policyItems-3";"policyItems-4";"policyItems-5";"policyItems-6";"policyItems-7";"policyItems-8";"probabilityClimate1";"probabilityClimate2";"PROLIFIC_PID";"Risk-1riskProb";"Risk-2riskProb";"Risk-3riskProb";"Risk-4riskProb";"rlgdgr";"total_min_prolific_t2";"CAM_ID";"participantCAM";"mean_valence_macro";"mean_valence_normed_macro";"density_macro";"transitivity_macro";"centr_degree_macro";"centr_clo_macro";"centr_betw_macro";"centr_eigen_macro";"meanDistance_directed_macro";"meanDistance_undirected_macro";"diameter_weighted_undirected_macro";"diameter_unweighted_undirected_macro";"diameter_unweighted_directed_macro";"num_nodes_macro";"num_nodes_pos_macro";"num_nodes_neg_macro";"num_nodes_neut_macro";"num_nodes_ambi_macro";"num_edges_macro";"num_edges_solid_macro";"num_edges_dashed_macro";"num_edges_invaliddashed_macro";"meanWeightEdges_macro";"reciprocity_macro";"assortativity_valence_macro";"assortativityDegree_macro";"degreetot_micro_ClimateChange";"valence_micro_ClimateChange";"centr_clo_micro_ClimateChange";"transitivity_micro_ClimateChange";"country"
"78";"Climate change is generally bad when it involves global warming which leads to a host of environmental problems such as droughts, floods, stronger storms, and decreased biodiversity as well as increasing the likelihood of pandemics, famine, and mass death. If there was a possibility of climate change in the opposite direction including a decrease in or stabilization of temperature as a result of decreased emissions, less reliance on fossil fuels, a turn to renewable energy sources, decreased deforestation, or environmental rehabilitation, i might think of climate change in a more positive light.";5;7;7;2;1;6;5;1;"bachelor";"i wish there was a longer amount of time to create the mind map";3;"1";5,25;6,25;0,28;5,625;6,75;2,2;"en-US";"en-US";"MacIntel";982;1512;435;1375;"America/New_York";300;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";727;1374;7;5;7;5;7;2;5;7;7;7;"614f58258eaf7063aa888d90";7;7;6;7;"1";52,7666666666667;"d4470489-2b3b-4a31-ad47-5331f82748e7";"noID";-3;-1;0,153846153846154;0;0,512820512820513;0,666228354978355;0,842171717171717;0,763327040522622;4,38461538461539;4,38461538461539;8;4;4;13;0;13;0;0;12;12;0;0;1,66666666666667;1;NA;-0,656088560885609;NA;NA;NA;NA;"USA"
"79";"The effects of climate change are already being seen in the amount of storms and destruction and I expect that it will only continue to grow.  There needs to be changes made in order to slow down, or possibly even reverse this cycle in order to maintain a sustainable place to live.";9;8;7;9;1;7;6;1;"master";"no";4;"2";8,25;6,75;0,8;5;6,75;1;"en-US";"en-US";"Win32";1080;1920;435;1920;"America/New_York";300;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";931;1920;6;6;5;4;7;4;3;5;7;7;"5e7a6846f0f631000a4e2b9d";7;7;6;7;"3";22,7166666666667;"e2279688-674c-4510-aa02-0789cb8fef1d";"noID";-2;-0,916666666666667;0,166666666666667;0;0,196969696969697;0,364611628976533;0,585123966942149;0,6929632483024;3,09090909090909;3,09090909090909;7;7;7;12;0;11;1;0;11;11;0;0;1;1;-0,0476190476190462;-0,162601626016262;3;-3;0,916666666666667;0;"USA"
"80";"I have very strong feelings regarding the validity of climate change. It is my belief that the facts about climate change are quite exaggerated.";6;6;6;6;1;2;2;1;"master";"Very interestng study; was quite enjoyable and thought provoking. Format was easily understood.";5;"5";6;2;0,8;2,125;2;1;"en-US";"en-US";"Win32";768;1366;435;1366;"America/Chicago";360;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";643;1366;4;2;2;1;3;2;1;2;2;2;"65396e0fea695094030f508b";2;2;2;2;"10";40,2333333333333;"29e79e99-deda-4407-8485-c87817efbcb5";"noID";-1;-0,384615384615385;0,166666666666667;0,136363636363636;0,25;0,539124231229494;0,756313131313131;0,681843280772465;2,65384615384615;2,65384615384615;4;4;4;13;3;8;2;0;13;13;0;3;1;1;-0,25;-0,177993527508091;5;0;1;0;"USA"
"81";"Climate change has many negative impacts and overall, it is something I feel very negative about. It's difficult to reduce the damage done to the planet when the damage has already occurred and it's a very sensitive issue that can create widespread damage and problems. ";7;6;6;7;1;5;6;1;"highschool";"";6;"5";6,5;5,5;0,2;4,375;5,75;1;"en-US";"en-US";"Win32";1080;1920;435;958;"America/New_York";300;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";927;958;7;3;5;3;6;3;2;6;5;6;"5ba184ad35768a0001437bdc";6;6;5;6;"2";31,9;"4728be95-624f-4806-b6a9-c75cca7cf5ae";"noID";-1,13333333333333;-0,466666666666667;0,20952380952381;0,358208955223881;0,29047619047619;0,441256794541048;0,428571428571429;0,64709892965304;3,03809523809524;3,03809523809524;7;5;5;15;3;10;1;1;22;19;3;0;1,22727272727273;1;0,12;-0,395571514063437;5;0;0,916666666666667;0,3;"USA"
"82";"I THINK CLIMATE CHANGE IS A NEGATIVE THING. MANY PEOPLE AND SPECIES WILL NOT SURVIVE IF CLIMATE CHANGE IS NOT STOPPED OR SLOWED DOWN";8;6;8;6;1;5;3;1;"bachelor";"";7;"11";7;3,5;0,72;2,25;3,75;1;"en-US";"en-US";"Win32";1080;1920;435;1920;"America/New_York";300;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";945;1920;5;1;3;1;2;1;1;4;1;5;"63ea4301f63c1d26f0ff83e9";6;3;1;5;"8";21,6;"664e577e-7710-4d2a-9de6-0e4290c74180";"noID";-2,61538461538462;-0,846153846153846;0,153846153846154;0;0,846153846153846;1;1;0,775990762260204;1,84615384615385;1,84615384615385;2;2;2;13;1;12;0;0;12;12;0;0;1;1;-0,0434782608695323;-1;12;-3;1;0;"USA"
"83";"Climate change is mostly negative and what is positive will eventually turn into a negative.";8;8;8;9;1;6;5;1;"bachelor";"";8;"6";8,25;5,75;0,56;6;6;0,9005;"en-US";"en-US";"Linux x86_64";852;1517;436;1517;"America/New_York";300;"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36";728;1517;6;6;6;6;6;6;6;6;6;6;"5d8934dc4c680f00181616f8";6;6;6;6;"9";33,7666666666667;"c426fd9c-0455-4f30-ae42-c0ac32892738";"noID";-1,46153846153846;-0,461538461538462;0,166666666666667;0;0,583333333333333;0,739303121121303;0,890782828282828;0,762850306497203;2,20512820512821;2,20512820512821;4;4;4;13;3;9;0;1;13;13;0;0;1;1;-0,695652173913043;-0,582236842105264;NA;NA;NA;NA;"USA"
"84";"Most of the things I think about when I think about climate change are the negative effects of climate change. I think about the challenges of climate change effect our planet on gelogoic time scales and on explanatory levels. And yet we are unable to act. Our wetness to concepts like interstate anarchy rational self-interest mean that we refuse to do what is needed in the long run on societal level because the the people who have power will be able to weather the storm and those face the effects don't really matter. We have fossil fuel comapines that knew what they were doing, and still exploited resourced for profit. There a few with so much wealth literaly extracted from the carbon of ancient plant life that was burned and is going to burn our chilidren alive all so they could be a little richer, but  at least they get to be richer. ";6;7;8;3;1;7;6;1;"master";"";9;"1";6;6,25;0,4;6,125;6,25;1,25;"en-US";"en-US";"Win32";864;1536;435;1536;"America/Chicago";360;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:120.0) Gecko/20100101 Firefox/120.0";703;1536;7;7;6;6;6;5;5;7;5;7;"5c37aa8b832a8400010983b3";7;7;6;5;"1";42,3166666666667;"63dd8ee9-cb8a-4af2-83b0-093bbcf89372";"noID";-1,41176470588235;-0,470588235294118;0,25;0,368421052631579;0,5625;0,691773922648136;0,566171875;0,672461824878263;2;2;4;4;4;17;2;10;1;4;34;33;1;1;1,02941176470588;1;-0,230476190476191;-0,36095658290172;13;0;1;0,205128205128205;"USA"
"85";"The topic is still going in a positive direction with respect to the results";8;8;8;8;1;5;4;1;"bachelor";"";10;"7";8;5;1;6;6;1,25;"en-US";"en-US";"Win32";864;1536;436;1536;"America/New_York";300;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";730;1536;6;6;6;6;6;6;6;6;5;6;"59296fb2e8a7ff000163f033";6;6;6;6;"1";76,35;"20bd861f-1d87-4e61-913e-d024b09f8319";"noID";-0,4;-0,333333333333333;0,142857142857143;0,103448275862069;0,214285714285714;0,463850940017988;0,689167974882261;0,691973782751383;2,78095238095238;2,78095238095238;5;5;5;15;5;10;0;0;15;15;0;0;1;1;0,440993788819874;-0,258561643835616;5;-2;1;0;"USA"
"86";"Well climate control is a generally negative topic. There's really nothing positive about it. ";7;5;5;5;1;3;2;1;"highschool";"";11;"4";5,5;2,75;1;3,625;4,25;1,25;"en-US";"en-US";"Win32";864;1536;436;1536;"America/Phoenix";420;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";742;1536;7;4;4;4;4;4;1;1;3;3;"5b0d1b8e444cef0001ca66ac";3;5;4;5;"1";21,2833333333333;"6f267ccd-2e85-464d-98c9-0312b9a43ab8";"noID";-0,714285714285714;-0,357142857142857;0,153846153846154;0,136363636363636;0,153846153846154;0,398518566517926;0,643984220907298;0,628614003442703;3,69230769230769;3,69230769230769;7;6;6;14;1;6;2;5;14;12;2;2;1,14285714285714;1;0,290140845070423;-0,204918032786887;4;0;1;0;"USA"
"87";"Climate change is a completely fraudulent topic";6;6;6;6;1;1;1;1;"bachelor";"n";12;"11";6;1;1;1,875;1;1,25;"en-US";"en-US";"Win32";864;1536;436;1536;"America/Phoenix";420;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";726;1536;3;1;2;1;1;4;1;2;1;1;"5589c7cefdf99b18bd86cf31";1;1;1;1;"11";63,8666666666667;"7e9b851f-ccfc-4584-a032-87c1e7e982f1";"noID";-2,76923076923077;-0,923076923076923;0,230769230769231;0,0810810810810811;0,102564102564103;0,220908995149186;0,185500841750842;0,489243402786794;6,5;6,5;12;4;4;13;0;12;0;1;18;18;0;0;2,88888888888889;1;-0,0588235294117602;-0,00371747211895779;3;-3;0,916666666666667;0;"USA"
"88";"I couldn't think of one good, or even neutral, thing about climate change. Everything I associate with it is either bad or very bad, so my mind map was highly negative.";8;7;7;7;1;7;5;1;"bachelor";"no";13;"4";7,25;6;0,24;5,375;6,75;1;"en-US";"en-US";"Win32";900;1600;435;1600;"America/Chicago";360;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";751;1600;7;2;6;4;7;4;7;6;5;7;"570bc1ffb9b52b00102db939";7;7;6;7;"1";21,8666666666667;"7b33131c-d307-4702-91b0-9b25a4a6fc48";"noID";-2,8;-1;0,171428571428571;0,15;0,185714285714286;0,373322130440059;0,440345368916798;0,646345368163519;6,73333333333333;6,73333333333333;14;5;5;15;0;15;0;0;18;18;0;0;2,33333333333333;1;NA;-0,128279883381925;5;-3;1;0,1;"USA"
"89";"I don't think there is anything positive about climate change. The mind map accurately represents my feelings about the subject.";9;9;8;9;1;7;7;1;"bachelor";"no";14;"3";8,75;7;1;5,625;7;2;"en-US";"en-US";"MacIntel";900;1440;435;1440;"America/Los_Angeles";480;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";813;1440;7;4;5;6;6;5;5;7;7;7;"6486aa634b94f1dd568fd487";7;7;7;7;"1";20,6;"21a8ba8d-27b8-49f8-ae0f-bf7c368aba85";"noID";-2,6;-1;0,161904761904762;0,193548387096774;0,195238095238095;0,453943216018405;0,706043956043956;0,666961151835182;2,93333333333333;2,93333333333333;5;5;5;15;0;15;0;0;17;17;0;0;1;1;NA;-0,17782909930716;NA;NA;NA;NA;"USA"
"90";"I think climate change has been presented to the public as something they have to change when, in fact, it is industry, governments, and corporations that must adjust their way of existing in order for climate change to be properly addressed. Buying products in a cardboard instead of plastic box will not fully fix the issue. I'm tired of being told a problem created by major corporations is somehow mine to fix. I also am tired of having to pay extra into the pocket of the same corporations that caused the problem in order to fix a problem they created.";6;6;8;2;1;6;6;1;"phd";"";15;"8";5,5;5;1;4,125;5,25;1;"en-US";"en-US";"Win32";1080;1920;435;1920;"America/New_York";300;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";919;1920;7;3;7;1;7;2;2;4;2;6;"5b0319e68d753d0001cc75c7";6;4;5;6;"11";28,0333333333333;"d8a91574-98c8-4f04-98ae-445018bb73e0";"noID";-0,235294117647059;-0,117647058823529;0,125;0,0535714285714286;0,5;0,663995039526954;0,880208333333333;0,793045572864629;5,63235294117647;5,63235294117647;12;4;4;17;6;8;3;0;17;8;9;2;2,11764705882353;1;-0,349551856594112;-0,521643433602348;10;0;1;0;"USA"
"91";"My overall mind-map was negative because there a lot more risks when it comes to climate change and that is why the government wants to change that. Climate change is posing a massive risk in the future and will continue to be worse if nothing gets done like reusing energies or adding safer fuels. ";7;8;8;6;1;6;5;1;"bachelor";"";16;"6";7,25;5,5;1;5,25;6;1;"en-US";"en-US";"Win32";1080;1920;435;1879;"America/New_York";300;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 OPR/104.0.0.0";962;1879;7;6;5;5;5;4;5;5;6;5;"603d6ae665fbaacb5621ede2";6;6;7;5;"10";74,6166666666667;"23efd63d-7bd1-4d47-b6b0-d0242906b1eb";"noID";-2,25;-0,75;0,242424242424242;0,103448275862069;0,121212121212121;0,223698969134314;0,28198347107438;0,328601761666982;3,03030303030303;3,03030303030303;6;5;5;12;1;10;0;1;16;14;2;0;1,1875;1;-0,333333333333333;-0,242718446601942;3;0;0,84;0,333333333333333;"USA"
"92";"Climate change has a very negative impact on the earth. I like things like a warmer, mild winter but ultimately, that's not a good thing for our planet.";9;9;9;9;1;6;5;1;"highschool";"No thank you";17;"6";9;5,5;0,32;3;6,25;1;"en-US";"en-US";"Win32";1080;1920;435;1920;"America/New_York";300;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";957;1920;5;1;4;2;5;1;1;5;5;6;"654580dcf53f11ae40ade9fd";7;6;5;7;"3";32;"1d6b01e6-4c74-426f-8c9c-3636920a2c54";"noID";-1,15384615384615;-0,307692307692308;0,307692307692308;0,309278350515464;0,525641025641026;0,621654457539625;0,49726430976431;0,60618609763847;4,79487179487179;4,79487179487179;8;3;3;13;4;8;1;0;24;7;17;6;2,79166666666667;1;0,0604255319148938;-0,453920515574652;10;0;1;0,177777777777778;"USA"
"93";"Because I believe climate change is a manipulation tool used to gain more power over the people. We have entered a time in our worlds history where the only thing left to conquer is the human mind. All the gold is already at the top and creating a slave race of humanity is the only logical explanation of what is going on in our world. Climate change is natural process in which the world will lay back claim to what is owed to it and humanity can make as many changes as they want but with the morality issues of our world and our ability to do what is unnatural will be punished by God or the universe what ever you want to call whether we use plastic bags or recycle it doesn't matter in the end what sustainability efforts you try. When the world is evil it will be corrected.";2;7;2;7;1;1;1;1;"highschool";"I had a lot of issues while completing the study but was able to record how I feel and complete but had to switch browsers to complete thanks for letting take part and share my opinion.";18;"11";4,5;1,75;1;1,375;1;1;"en-US";"en-US";"Win32";768;1366;435;1318;"America/Los_Angeles";480;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0";646;1318;4;1;1;1;1;1;1;1;4;1;"5bdfb648484288000130dad0";1;1;1;1;"10";75,8833333333333;"31d6b4fe-e84c-45fb-beca-83e2454e99b8";"noID";-2,07692307692308;-0,692307692307692;0,192307692307692;0;0,307692307692308;0,418145035551371;0,54648569023569;0,672849781702704;5,48717948717949;5,48717948717949;12;5;5;13;1;10;0;2;15;4;11;11;2,33333333333333;1;0,395973154362416;-0,384615384615385;6;-3;1;0;"USA"
"94";"I think climate change is unfortunate but unavoidable. I think the bulk of climate change is a natural effect.";9;9;9;9;1;4;1;1;"highschool";"";19;"6";9;3,25;1;2,75;4,25;1,5;"en-US";"en-US";"Win32";720;1280;436;1280;"America/Port-au-Prince";300;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";632;1280;7;1;4;1;3;1;1;4;4;4;"64d50c4b3a44318d98f4f5b2";5;4;4;4;"6";30,4166666666667;"89db5849-2034-466c-a8ed-2817eba8325d";"noID";-0,166666666666667;0;0,166666666666667;0;0,196969696969697;0,342434947299078;0,535537190082645;0,679461501597685;4,87878787878788;4,87878787878788;10;6;6;12;5;5;2;0;11;5;6;4;1,72727272727273;1;0,112903225806453;-0,0731707317073185;3;0;1;0;"USA"
"95";"I guess overall with weather it can be a negative experience. There is more to the weather than nice days. A lot of it needs to be just the right temperature with a sunny day. If not I suppose a lot of negatives come with it.";6;5;4;4;1;2;2;1;"highschool";"";20;"9";4,75;1,75;1;2,25;1,25;1;"en-US";"en-US";"Win32";768;1366;179;1366;"America/Los_Angeles";480;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36";657;1366;3;1;3;1;4;1;1;4;1;2;"5ec1c41a1f98090e8c119332";2;1;1;1;"9";23,3333333333333;"1e3031d9-8399-4c06-aa8c-3fe0c319be36";"noID";-0,538461538461538;-0,230769230769231;0,179487179487179;0,146341463414634;0,487179487179487;0,463347939073891;0,638257575757576;0,751479061896738;2,43589743589744;2,43589743589744;4;4;4;13;4;7;1;1;14;13;1;3;1;1;0,0485436893203875;-0,683366733466934;3;0;0,904761904761905;0,333333333333333;"USA"
"96";"A hot climate is bad for everybody that works or does labor work(construction).People that build this country have to work under extremely hot temperatures.I always hear negative opinions on climate change and almost no positive ones.";7;7;7;7;1;4;4;1;"highschool";"Interesting study.";21;"8";7;4,25;0,84;3,875;5;2;"es-US";"en-US";"MacIntel";900;1440;435;1440;"America/Chicago";360;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";699;1440;2;4;3;3;5;5;3;6;4;5;"64402f7ad3d019dc99b9f3f0";5;5;5;5;"7";68,4666666666667;"97cbf725-0fa3-4f23-b7ba-78b6465f8576";"noID";-0,461538461538462;-0,0769230769230769;0,217948717948718;0,241935483870968;0,615384615384615;0,775883827804649;0,835858585858586;0,724314893085124;2,01282051282051;2,01282051282051;3;3;3;13;5;6;1;1;17;17;0;0;1;1;0,0836879432624113;-0,547579757975798;10;0;1;0,0888888888888889;"USA"
"97";"Climate change is harming the environment and there are major problems we need to fix.";5;6;4;6;1;6;5;1;"bachelor";"";22;"3";5,25;5,75;1;5,25;5,25;2;"en-US";"en-US";"MacIntel";841;1402;435;1398;"America/Los_Angeles";480;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";838;1398;7;7;4;4;7;3;5;5;5;7;"5d96eeed1998fb00177f6b71";5;5;5;6;"2";29,3333333333333;"fa866b32-85b4-417a-8c9d-46279a8b26c3";"noID";-0,615384615384615;0;0,179487179487179;0,2;0,320512820512821;0,565279106858054;0,729166666666667;0,728197499955852;3,01282051282051;3,01282051282051;5;4;4;13;5;5;1;2;14;13;1;0;1,14285714285714;1;0,0819672131147541;-0,18954248366013;6;0;1;0,133333333333333;"USA"
"98";"While I believe climate change is important to be managed I don't believe any individual has much influence on change without comprehensive policies by our government";5;7;6;2;1;6;4;1;"bachelor";"I enjoyed learning about the mapping and wish I had more time to spend on the mapping project. Perhaps it could have been segregated into 2 parts with the 1st being the explanation, practice and tips/ideas for 12 feelings and the 2nd day to complete the mapping exercise, with a little more time.";23;"5";5;4,25;0,68;3;3,5;1,25;"en-US";"en-US";"Win32";864;1536;436;1536;"America/Chicago";360;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";707;1536;5;2;3;1;3;3;3;4;2;5;"6412285c18716831333d53b3";1;5;2;6;"1";44,75;"5513bc56-49b5-407e-a1ec-11c3b622c1cf";"noID";-0,615384615384615;-0,230769230769231;0,153846153846154;0;0,846153846153846;1;1;0,775990762260204;1,84615384615385;1,84615384615385;2;2;2;13;1;4;5;3;12;12;0;0;1;1;-0,230769230769231;-1;12;0;1;0;"USA"
"99";"because I feel climate change has more negative outcomes than it does positive so I included more of those on the mind map";8;7;6;4;1;5;3;1;"highschool";"none";24;"7";6,25;4,25;0,32;3;4,5;2;"en-US";"en-US";"MacIntel";900;1440;435;1440;"America/Chicago";360;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";680;1440;3;1;5;1;6;3;1;4;3;6;"6148f3d1074988c7852c1774";6;4;3;5;"1";15,05;"81e088dc-8197-4240-8909-b25cc2dd15f2";"noID";-0,384615384615385;-0,0769230769230769;0,166666666666667;0,0441176470588235;0,833333333333333;0,991735537190083;0,984848484848485;0,765956990320487;2,58974358974359;2,58974358974359;5;2;2;13;4;5;3;1;13;10;3;0;1,38461538461538;1;-0,174193548387096;-0,893595041322314;12;0;1;0,0151515151515152;"USA"
"100";"I could only think of the negative effects of climate change primarily, though I did think of a few ways in which it could spur innovation and be useful.";7;7;7;7;1;4;4;1;"bachelor";"";25;"8";7;4;0,76;4,625;5;1,3625;"en-US";"en-US";"Win32";1057;1879;435;1880;"America/New_York";300;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";892;1880;7;3;6;4;6;1;4;6;4;4;"5bc9206a66d04800015cf314";5;5;5;5;"8";29,2166666666667;"e5a53319-be9b-489a-809f-f10e6c361cf0";"noID";-1,16666666666667;-0,416666666666667;0,166666666666667;0;0,651515151515151;0,802308771172726;0,930578512396694;0,771718815205452;2,71212121212121;2,71212121212121;6;4;4;12;3;8;1;0;11;11;0;0;1,18181818181818;1;-0,264367816091954;-0,7262313860252;9;0;1;0;"USA"
"101";"Climate change poses a significant threat to biodiversity. It can cause the extinction of various species and the loss of natural habitats. The destruction of ecosystems can trigger feelings of sadness and helplessness. The uncertainty about the future can worsen anxiety. The unpredictability of climate-related events, and their potential to intensify, can provoke fear and distress.";8;8;8;8;1;7;7;1;"bachelor";"none";26;"2";8;6,75;0,84;6,125;6,5;2;"en-US";"en-US";"MacIntel";1120;1792;435;1501;"America/New_York";300;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";936;1501;7;5;5;6;7;7;6;6;6;7;"63cc61687ea57d11f6761f4d";7;6;6;7;"1";30,4333333333333;"ccc82645-bd2f-4f09-b570-2012a6da06f3";"noID";-0,0714285714285714;-0,0714285714285714;0,153846153846154;0;0,153846153846154;0,285395432751672;0,501972386587771;0,696491429139917;3,40659340659341;3,40659340659341;7;7;7;14;0;1;7;6;14;14;0;0;1;1;-0,120000000000003;-0,159235668789809;4;0;0,88235294117647;0;"USA"
"102";"I view climate change as a generally negative concept, so my mind-map reflected that notion.";3;5;5;3;1;5;3;1;"bachelor";"n/a";27;"4";4;5,5;1;4,25;5;2;"en-US";"en-US";"MacIntel";900;1440;435;1374;"America/Chicago";360;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36";734;1374;6;3;5;3;5;4;3;5;7;7;"60fdd5732c9e665b27eac15e";5;5;5;5;"1";16,4833333333333;"ed40edef-6eae-49c7-8608-2d66f20651a4";"noID";-0,846153846153846;-0,307692307692308;0,153846153846154;0;0,262820512820513;0,513928094969335;0,756313131313131;0,739162475253012;4,28205128205128;4,28205128205128;10;5;5;13;2;6;1;4;12;7;5;2;1,58333333333333;1;-0,305439330543933;-0,0833333333333335;5;0;1;0;"USA"
"103";"I just could not think of anything positive to say about climate change.  I don't see anything other than our demise coming from it.  That was just my thoughts on the subject.  I think about societal collapse a lot these days.";9;9;9;9;1;7;7;1;"highschool";"This was fun.  It took me a while to get the hang of the mind map, so I was running out of time at the end, and in a rush.  Thank you for letting me participate. ";28;"1";9;7;0,2;6,25;7;1,25;"en-US";"en-US";"Win32";864;1536;436;1536;"America/Los_Angeles";480;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";703;1536;7;7;7;7;7;1;7;7;7;7;"5fb08ec5ddc19949a58f5a4f";7;7;7;7;"2";30,6333333333333;"99a2e5b9-e829-495b-a6ab-769a0013f01b";"noID";-2,69230769230769;-0,923076923076923;0,256410256410256;0,346153846153846;0,16025641025641;0,33061701440266;0,237584175084175;0,524856542673783;4,66666666666667;4,66666666666667;10;5;5;13;0;12;1;0;20;20;0;0;2,15;1;-0,0810810810810847;-0,0389610389610393;3;0;0,869565217391304;0,666666666666667;"USA"
"104";"I am not sure what the rating menas. I found the study to be  postive.";3;2;6;2;1;2;4;1;"bachelor";"";29;"6";3,25;4,75;0,68;3,125;3,25;1;"en-US";"en-US";"Linux x86_64";768;1366;435;1366;"America/New_York";300;"Mozilla/5.0 (X11; CrOS x86_64 14816.131.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36";649;1366;6;1;2;6;3;4;1;2;7;6;"638468d6652b6288319b9c4f";3;5;2;3;"5";36,1333333333333;"c47d22b7-fd0e-4e78-a735-fa7cb8f86b24";"noID";0,5;0,0833333333333333;0,242424242424242;0,176470588235294;0,212121212121212;0,414673953087559;0,51404958677686;0,503542915995974;3,74242424242424;3,74242424242424;8;5;5;12;4;3;0;5;16;12;4;2;1,5;1;-0,256544502617801;-0,12;4;0;0,857142857142857;0,166666666666667;"USA"
